Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"PGAP1","Post-GPI Attachment To Proteins Inositol Deacylase 1","Protein Coding","Q75T13","50","GC02M196833","3.23441219329834","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGAP1"
"MCL1","MCL1 Apoptosis Regulator, BCL2 Family Member","Protein Coding","Q07820","56","GC01M160760","3.23304605484009","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCL1"
"CD27","CD27 Molecule","Protein Coding","P26842","55","GC12P038949","3.23213505744934","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD27"
"SLC6A3","Solute Carrier Family 6 Member 3","Protein Coding","Q01959","59","GC05M001392","3.23103141784668","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A3"
"S1PR3","Sphingosine-1-Phosphate Receptor 3","Protein Coding","Q99500","51","GC09P099927","3.22971296310425","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S1PR3"
"ECE2","Endothelin Converting Enzyme 2","Protein Coding","P0DPD6","47","GC03P184276","3.22860264778137","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ECE2"
"YWHAG","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Gamma","Protein Coding","P61981","56","GC07M078603","3.22751379013062","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAG"
"MTUS2","Microtubule Associated Scaffold Protein 2","Protein Coding","Q5JR59","43","GC13P028820","3.22293424606323","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTUS2"
"TDRD10","Tudor Domain Containing 10","Protein Coding","Q5VZ19","34","GC01P154502","3.22272109985352","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TDRD10"
"ADAMTS16","ADAM Metallopeptidase With Thrombospondin Type 1 Motif 16","Protein Coding","Q8TE57","45","GC05P005140","3.2227098941803","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS16"
"SIX3","SIX Homeobox 3","Protein Coding","O95343","51","GC02P044941","3.21079349517822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIX3"
"LTC4S","Leukotriene C4 Synthase","Protein Coding","Q16873","52","GC05P179793","3.20663666725159","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTC4S"
"FNDC3B","Fibronectin Type III Domain Containing 3B","Protein Coding","Q53EP0","43","GC03P172039","3.20663666725159","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNDC3B"
"LEF1","Lymphoid Enhancer Binding Factor 1","Protein Coding","Q9UJU2","56","GC04M108047","3.19956874847412","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LEF1"
"CD163","CD163 Molecule","Protein Coding","Q86VB7","53","GC12M029352","3.19936323165894","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD163"
"HDAC6","Histone Deacetylase 6","Protein Coding","Q9UBN7","62","GC0XP048801","3.19853067398071","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HDAC6"
"RASSF2","Ras Association Domain Family Member 2","Protein Coding","P50749","43","GC20M004780","3.19850945472717","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASSF2"
"DNASE1","Deoxyribonuclease 1","Protein Coding","P24855","53","GC16P003611","3.19724035263062","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNASE1"
"DRD2","Dopamine Receptor D2","Protein Coding","P14416","58","GC11M113409","3.19701385498047","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DRD2"
"GDF2","Growth Differentiation Factor 2","Protein Coding","Q9UK05","53","GC10P047322","3.19609642028809","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF2"
"TXNRD2","Thioredoxin Reductase 2","Protein Coding","Q9NNW7","54","GC22M020053","3.19466638565063","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TXNRD2"
"NR1D1","Nuclear Receptor Subfamily 1 Group D Member 1","Protein Coding","P20393","54","GC17M040092","3.18915462493896","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR1D1"
"RAN","RAN, Member RAS Oncogene Family","Protein Coding","P62826","52","GC12P133472","3.18519759178162","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAN"
"MIR503HG","MIR503 Host Gene","RNA Gene","","21","GC0XM134866","3.18426942825317","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR503HG"
"lnc-HLTF-5","","RNA Gene","","4","GC03M149173","3.18426942825317","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-HLTF-5"
"RNU6-1032P","RNA, U6 Small Nuclear 1032, Pseudogene","Pseudogene","","7","GC18P022647","3.18169355392456","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNU6-1032P"
"TTTY7B","Testis Expressed Transcript, Y-Linked 7B","RNA Gene","","12","GC0YM009706","3.17063212394714","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTTY7B"
"APAF1","Apoptotic Peptidase Activating Factor 1","Protein Coding","O14727","56","GC12P098645","3.16970658302307","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APAF1"
"SLC35D1","Solute Carrier Family 35 Member D1","Protein Coding","Q9NTN3","47","GC01M066999","3.16556787490845","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35D1"
"APOM","Apolipoprotein M","Protein Coding","O95445","47","GC06P134827","3.16470313072205","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOM"
"CYP2C19","Cytochrome P450 Family 2 Subfamily C Member 19","Protein Coding","P33261","53","GC10P094762","3.16380023956299","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2C19"
"ARMC12","Armadillo Repeat Containing 12","Protein Coding","Q5T9G4","41","GC06P134974","3.15794205665588","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARMC12"
"COQ8B","Coenzyme Q8B","Protein Coding","Q96D53","47","GC19M092777","3.14378452301025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COQ8B"
"IGFBP7","Insulin Like Growth Factor Binding Protein 7","Protein Coding","Q16270","54","GC04M057030","3.14362382888794","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGFBP7"
"STC1","Stanniocalcin 1","Protein Coding","P52823","50","GC08M023841","3.1428759098053","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STC1"
"DCX","Doublecortin","Protein Coding","O43602","55","GC0XM111293","3.13745403289795","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCX"
"PHEX","Phosphate Regulating Endopeptidase X-Linked","Protein Coding","P78562","51","GC0XP022032","3.13724803924561","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHEX"
"SERBP1","SERPINE1 MRNA Binding Protein 1","Protein Coding","Q8NC51","39","GC01M067407","3.13599395751953","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERBP1"
"BAZ1A","Bromodomain Adjacent To Zinc Finger Domain 1A","Protein Coding","Q9NRL2","48","GC14M034752","3.13405156135559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAZ1A"
"SMARCA1","SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily A, Member 1","Protein Coding","P28370","48","GC0XM129447","3.13405156135559","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCA1"
"DLX3","Distal-Less Homeobox 3","Protein Coding","O60479","48","GC17M049990","3.12792062759399","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLX3"
"ENAM","Enamelin","Protein Coding","Q9NRM1","47","GC04P070628","3.12792062759399","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENAM"
"ALG3","ALG3 Alpha-1,3- Mannosyltransferase","Protein Coding","Q92685","48","GC03M184244","3.12345194816589","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALG3"
"CRK","CRK Proto-Oncogene, Adaptor Protein","Protein Coding","P46108","52","GC17M001420","3.11916089057922","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRK"
"HBA2","Hemoglobin Subunit Alpha 2","Protein Coding","P69905","50","GC16P080150","3.11707377433777","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBA2"
"NF2","NF2, Moesin-Ezrin-Radixin Like (MERLIN) Tumor Suppressor","Protein Coding","P35240","58","GC22P029603","3.11569499969482","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NF2"
"H3C13","H3 Clustered Histone 13","Protein Coding","Q71DI3","42","GC01M160718","3.11530637741089","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3C13"
"KEAP1","Kelch Like ECH Associated Protein 1","Protein Coding","Q14145","56","GC19M010486","3.11162281036377","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KEAP1"
"S1PR2","Sphingosine-1-Phosphate Receptor 2","Protein Coding","O95136","51","GC19M092056","3.11162281036377","https://www.genecards.org/cgi-bin/carddisp.pl?gene=S1PR2"
"MAFG-AS1","MAFG Antisense RNA 1","RNA Gene","","12","GC17P113391","3.11162281036377","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAFG-AS1"
"ENSG00000260996","Novel Transcript, Overlapping NRARP","RNA Gene","","10","GC09M137293","3.11162281036377","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000260996"
"CHRNB4","Cholinergic Receptor Nicotinic Beta 4 Subunit","Protein Coding","P30926","53","GC15M078624","3.10936188697815","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNB4"
"RBFOX1","RNA Binding Fox-1 Homolog 1","Protein Coding","Q9NWB1","49","GC16P080539","3.10640501976013","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBFOX1"
"TULP3","TUB Like Protein 3","Protein Coding","O75386","51","GC12P002877","3.10459804534912","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TULP3"
"LBX2","Ladybird Homeobox 2","Protein Coding","Q6XYB7","35","GC02M074497","3.10422086715698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LBX2"
"LBX2-AS1","LBX2 Antisense RNA 1","RNA Gene","","21","GC02P074498","3.10422086715698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LBX2-AS1"
"MIR4685","MicroRNA 4685","RNA Gene","","11","GC10M098431","3.10422086715698","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4685"
"CHI3L1","Chitinase 3 Like 1","Protein Coding","P36222","54","GC01M203148","3.10167074203491","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHI3L1"
"FRZB","Frizzled Related Protein","Protein Coding","Q92765","50","GC02M182833","3.10145664215088","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FRZB"
"TRAF6","TNF Receptor Associated Factor 6","Protein Coding","Q9Y4K3","55","GC11M036467","3.10066413879395","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAF6"
"FGD1","FYVE, RhoGEF And PH Domain Containing 1","Protein Coding","P98174","48","GC0XM054457","3.09161067008972","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGD1"
"CCL11","C-C Motif Chemokine Ligand 11","Protein Coding","P51671","54","GC17P034285","3.09089374542236","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL11"
"PRDM2","PR/SET Domain 2","Protein Coding","Q13029","50","GC01P013700","3.08855199813843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM2"
"AHSP","Alpha Hemoglobin Stabilizing Protein","Protein Coding","Q9NZD4","45","GC16P031527","3.0883617401123","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AHSP"
"PRDM9","PR/SET Domain 9","Protein Coding","Q9NQV7","45","GC05P023443","3.08776807785034","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM9"
"BECN1","Beclin 1","Protein Coding","Q14457","55","GC17M042810","3.08346509933472","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BECN1"
"SLC32A1","Solute Carrier Family 32 Member 1","Protein Coding","Q9H598","52","GC20P038724","3.08318710327148","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC32A1"
"ALOX5AP","Arachidonate 5-Lipoxygenase Activating Protein","Protein Coding","P20292","53","GC13P030713","3.07998085021973","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOX5AP"
"CKAP4","Cytoskeleton Associated Protein 4","Protein Coding","Q07065","46","GC12M106237","3.07998085021973","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CKAP4"
"ACTA1","Actin Alpha 1, Skeletal Muscle","Protein Coding","P68133","56","GC01M230217","3.07472515106201","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTA1"
"CREB3L1","CAMP Responsive Element Binding Protein 3 Like 1","Protein Coding","Q96BA8","50","GC11P047725","3.05782341957092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREB3L1"
"SLC26A5","Solute Carrier Family 26 Member 5","Protein Coding","P58743","51","GC07M103352","3.05684685707092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC26A5"
"NTHL1","Nth Like DNA Glycosylase 1","Protein Coding","P78549","52","GC16M020307","3.05595993995667","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTHL1"
"LAT2","Linker For Activation Of T Cells Family Member 2","Protein Coding","Q9GZY6","48","GC07P074199","3.05408120155334","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAT2"
"GDF7","Growth Differentiation Factor 7","Protein Coding","Q7Z4P5","46","GC02P020667","3.05278325080872","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF7"
"SERPINA5","Serpin Family A Member 5","Protein Coding","P05154","50","GC14P094563","3.05254220962524","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINA5"
"ACSL4","Acyl-CoA Synthetase Long Chain Family Member 4","Protein Coding","O60488","53","GC0XM109624","3.05149054527283","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSL4"
"ANKS3","Ankyrin Repeat And Sterile Alpha Motif Domain Containing 3","Protein Coding","Q6ZW76","43","GC16M004696","3.05085515975952","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKS3"
"PPP1R12B","Protein Phosphatase 1 Regulatory Subunit 12B","Protein Coding","O60237","44","GC01P202348","3.04562187194824","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R12B"
"MMRN1","Multimerin 1","Protein Coding","Q13201","49","GC04P089879","3.04186797142029","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMRN1"
"FGF4","Fibroblast Growth Factor 4","Protein Coding","P08620","53","GC11M125587","3.04178309440613","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF4"
"CXCL11","C-X-C Motif Chemokine Ligand 11","Protein Coding","O14625","50","GC04M076033","3.03702998161316","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL11"
"TENT5A","Terminal Nucleotidyltransferase 5A","Protein Coding","Q96IP4","44","GC06M094440","3.03494262695313","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TENT5A"
"CTAGE1","Cutaneous T Cell Lymphoma-Associated Antigen 1","Protein Coding","Q9HC47","39","GC18M022413","3.03435277938843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTAGE1"
"ENSG00000277653","","RNA Gene","","8","GC09P022117","3.03435277938843","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000277653"
"C11orf65","Chromosome 11 Open Reading Frame 65","Protein Coding","Q8NCR3","40","GC11M108308","3.0323600769043","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C11orf65"
"CA2","Carbonic Anhydrase 2","Protein Coding","P00918","59","GC08P085463","3.03145384788513","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA2"
"VEGFC","Vascular Endothelial Growth Factor C","Protein Coding","P49767","55","GC04M176683","3.02991557121277","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFC"
"H3-7","H3.7 Histone (Putative)","Protein Coding","Q5TEC6","28","GC01M160329","3.02544236183167","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3-7"
"NLRC4","NLR Family CARD Domain Containing 4","Protein Coding","Q9NPP4","52","GC02M032224","3.02245664596558","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NLRC4"
"CASP4","Caspase 4","Protein Coding","P49662","54","GC11M104942","3.02100944519043","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP4"
"RNASEL","Ribonuclease L","Protein Coding","Q05823","53","GC01M182573","3.01589059829712","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEL"
"GABRA1","Gamma-Aminobutyric Acid Type A Receptor Subunit Alpha1","Protein Coding","P14867","56","GC05P161847","3.01581025123596","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRA1"
"HSALNG0070392","","RNA Gene","","5","GC09M021932","3.0156934261322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0070392"
"MIR486-2","MicroRNA 486-2","RNA Gene","","15","GC08P041999","3.01203417778015","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR486-2"
"SNHG12","Small Nucleolar RNA Host Gene 12","RNA Gene","Q9BXW3","30","GC01M031297","3.01016664505005","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG12"
"IFNAR2","Interferon Alpha And Beta Receptor Subunit 2","Protein Coding","P48551","58","GC21P033229","2.99704170227051","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNAR2"
"ACSS2","Acyl-CoA Synthetase Short Chain Family Member 2","Protein Coding","Q9NR19","50","GC20P040841","2.99353289604187","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSS2"
"SMARCD3","SWI/SNF Related, Matrix Associated, Actin Dependent Regulator Of Chromatin, Subfamily D, Member 3","Protein Coding","Q6STE5","47","GC07M151238","2.99353289604187","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCD3"
"RGS17","Regulator Of G Protein Signaling 17","Protein Coding","Q9UGC6","43","GC06M153004","2.99353289604187","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGS17"
"ACOD1","Aconitate Decarboxylase 1","Protein Coding","A6NK06","31","GC13P076949","2.99353289604187","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACOD1"
"MIR3127","MicroRNA 3127","RNA Gene","","18","GC02P096798","2.99353289604187","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3127"
"MIR4518","MicroRNA 4518","RNA Gene","","13","GC16P081639","2.99353289604187","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4518"
"MIR4688","MicroRNA 4688","RNA Gene","","12","GC11P046376","2.99353289604187","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4688"
"HAVCR1","Hepatitis A Virus Cellular Receptor 1","Protein Coding","Q96D42","51","GC05M157028","2.98885083198547","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HAVCR1"
"IFT172","Intraflagellar Transport 172","Protein Coding","Q9UG01","49","GC02M028880","2.98116779327393","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFT172"
"CEACAM6","CEA Cell Adhesion Molecule 6","Protein Coding","P40199","49","GC19P041750","2.97423124313354","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEACAM6"
"DNAAF4","Dynein Axonemal Assembly Factor 4","Protein Coding","Q8WXU2","46","GC15M148909","2.97231531143188","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAAF4"
"RGS1","Regulator Of G Protein Signaling 1","Protein Coding","Q08116","45","GC01P192575","2.95926189422607","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGS1"
"ADSL","Adenylosuccinate Lyase","Protein Coding","P30566","56","GC22P040346","2.95923709869385","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADSL"
"FOSB","FosB Proto-Oncogene, AP-1 Transcription Factor Subunit","Protein Coding","P53539","49","GC19P045467","2.95546269416809","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOSB"
"MIR101-1","MicroRNA 101-1","RNA Gene","","26","GC01M065058","2.95461511611938","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR101-1"
"MNT","MAX Network Transcriptional Repressor","Protein Coding","Q99583","44","GC17M002384","2.94929265975952","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MNT"
"CAV3","Caveolin 3","Protein Coding","P56539","52","GC03P008733","2.94740676879883","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAV3"
"CSH2","Chorionic Somatomammotropin Hormone 2","Protein Coding","P0DML3","40","GC17M063872","2.93993067741394","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSH2"
"LIMK2","LIM Domain Kinase 2","Protein Coding","P53671","52","GC22P031212","2.92133712768555","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIMK2"
"COL14A1","Collagen Type XIV Alpha 1 Chain","Protein Coding","Q05707","47","GC08P120109","2.92014217376709","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL14A1"
"KCNQ2","Potassium Voltage-Gated Channel Subfamily Q Member 2","Protein Coding","O43526","56","GC20M063400","2.91882371902466","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNQ2"
"NSUN5P2","NSUN5 Pseudogene 2","Pseudogene","Q63ZY6","32","GC07M072948","2.91783881187439","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NSUN5P2"
"NONO","Non-POU Domain Containing Octamer Binding","Protein Coding","Q15233","53","GC0XP071259","2.91453170776367","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NONO"
"MIR4268","MicroRNA 4268","RNA Gene","","11","GC02M219948","2.90999245643616","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4268"
"FGGY","FGGY Carbohydrate Kinase Domain Containing","Protein Coding","Q96C11","46","GC01P059296","2.90781497955322","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGGY"
"MIR498","MicroRNA 498","RNA Gene","","23","GC19P113645","2.90715360641479","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR498"
"RPSA","Ribosomal Protein SA","Protein Coding","P08865","55","GC03P039406","2.90691494941711","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPSA"
"MDC1","Mediator Of DNA Damage Checkpoint 1","Protein Coding","Q14676","51","GC06M093706","2.90126252174377","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDC1"
"RELN","Reelin","Protein Coding","P78509","53","GC07M103471","2.89811205863953","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RELN"
"LOC106029312","Williams-Beuren Syndrome Medial Block B Recombination Region","Functional Element","","8","GC07P074733","2.89699864387512","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC106029312"
"BMP15","Bone Morphogenetic Protein 15","Protein Coding","O95972","51","GC0XP050910","2.89477038383484","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP15"
"NES","Nestin","Protein Coding","P48681","50","GC01M156668","2.89430713653564","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NES"
"IFIT3","Interferon Induced Protein With Tetratricopeptide Repeats 3","Protein Coding","O14879","48","GC10P089327","2.89148831367493","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFIT3"
"WRAP53","WD Repeat Containing Antisense To TP53","Protein Coding","Q9BUR4","50","GC17P111193","2.88729166984558","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WRAP53"
"MIR3922","MicroRNA 3922","RNA Gene","","16","GC12P104591","2.88576507568359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR3922"
"RELB","RELB Proto-Oncogene, NF-KB Subunit","Protein Coding","Q01201","54","GC19P113255","2.88441181182861","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RELB"
"TBX6","T-Box Transcription Factor 6","Protein Coding","O95947","50","GC16M030085","2.87998723983765","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBX6"
"MIR500A","MicroRNA 500a","RNA Gene","","21","GC0XP050008","2.87923049926758","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR500A"
"STIL","STIL Centriolar Assembly Protein","Protein Coding","Q15468","48","GC01M047250","2.87665152549744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STIL"
"TRE-TTC3-1","TRNA-Glu (Anticodon TTC) 3-1","RNA Gene","","17","GC01P041019","2.87660360336304","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRE-TTC3-1"
"ITGA4","Integrin Subunit Alpha 4","Protein Coding","P13612","57","GC02P181467","2.87306451797485","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA4"
"STAG3L4","STAG3 Cohesin Complex Component Like 4 (Pseudogene)","Pseudogene","Q8TBR4","29","GC07P067302","2.87242269515991","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAG3L4"
"DMPK","DM1 Protein Kinase","Protein Coding","Q09013","56","GC19M045769","2.87193655967712","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMPK"
"GNAI3","G Protein Subunit Alpha I3","Protein Coding","P08754","54","GC01P109548","2.87107110023499","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNAI3"
"IFNAR1","Interferon Alpha And Beta Receptor Subunit 1","Protein Coding","P17181","57","GC21P033324","2.86905765533447","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFNAR1"
"ATF6","Activating Transcription Factor 6","Protein Coding","P18850","57","GC01P161766","2.8678891658783","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF6"
"PVALB","Parvalbumin","Protein Coding","P20472","50","GC22M036800","2.86761116981506","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PVALB"
"MAOA","Monoamine Oxidase A","Protein Coding","P21397","58","GC0XP043654","2.86649370193481","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAOA"
"MIR550A1","MicroRNA 550a-1","RNA Gene","","23","GC07P030289","2.86367988586426","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR550A1"
"CDH17","Cadherin 17","Protein Coding","Q12864","51","GC08M094127","2.86193895339966","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH17"
"PSMC4","Proteasome 26S Subunit, ATPase 4","Protein Coding","P43686","51","GC19P113047","2.86119556427002","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMC4"
"GPER1","G Protein-Coupled Estrogen Receptor 1","Protein Coding","Q99527","49","GC07P011353","2.85532975196838","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPER1"
"OR2L13","Olfactory Receptor Family 2 Subfamily L Member 13","Protein Coding","Q8N349","36","GC01P247937","2.85309028625488","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR2L13"
"TYK2","Tyrosine Kinase 2","Protein Coding","P29597","61","GC19M010350","2.85023951530457","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYK2"
"MYO1E","Myosin IE","Protein Coding","Q12965","51","GC15M059132","2.84812259674072","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO1E"
"PPP2CA","Protein Phosphatase 2 Catalytic Subunit Alpha","Protein Coding","P67775","57","GC05M134194","2.84589910507202","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2CA"
"ATP6V1B2","ATPase H+ Transporting V1 Subunit B2","Protein Coding","P21281","54","GC08P020197","2.84549975395203","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP6V1B2"
"FGG","Fibrinogen Gamma Chain","Protein Coding","P02679","56","GC04M154604","2.84262847900391","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGG"
"CUBN","Cubilin","Protein Coding","O60494","54","GC10M016824","2.83388614654541","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUBN"
"EMG1","EMG1 N1-Specific Pseudouridine Methyltransferase","Protein Coding","Q92979","47","GC12P006970","2.8326723575592","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EMG1"
"IFI27","Interferon Alpha Inducible Protein 27","Protein Coding","P40305","47","GC14P094104","2.82933378219604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IFI27"
