GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000212952	9	44390717	44412427	3	2	2109196	0.60584	0.27231	BX088651.1
ENSG00000204814	9	44857571	44880528	110	17	2109196	0.62334	0.26653	RP11-160N1.10
ENSG00000268578	9	45431273	45451542	2	1	2109196	0.39346	0.34699	AL354718.1
ENSG00000233434	9	67914791	67935210	10	6	2109196	1.0997	0.13572	BX649567.1
ENSG00000196774	9	67916761	67979840	12	7	2109196	0.10515	0.45813	ANKRD20A1
ENSG00000155282	9	67958793	67997998	2	1	2109196	-1.9873	0.97656	RP11-195B21.3
ENSG00000204793	9	69189480	69212204	5	3	2109196	0.24011	0.40512	FOXD4L6
ENSG00000204790	9	69194538	69279662	8	5	2109196	-0.20763	0.58224	CBWD6
ENSG00000196400	9	69242845	69264032	1	1	2109196	0.18886	0.4251	BX255923.1
ENSG00000172014	9	69371812	69435560	5	3	2109196	-0.81759	0.7932	ANKRD20A4
ENSG00000204779	9	70165707	70188815	3	2	2109196	0.72209	0.23512	FOXD4L5
ENSG00000147996	9	70422004	70507240	4	2	2109196	-1.4815	0.93077	CBWD5
ENSG00000196873	9	70846397	70924929	17	8	2109196	-0.96994	0.83396	CBWD3
ENSG00000228537	9	70856135	70876572	5	3	2109196	-2.5404	0.99446	AL353608.1
ENSG00000187559	9	70907276	70930000	4	2	2109196	0.66513	0.25298	FOXD4L3
ENSG00000154330	9	70933224	71155977	988	87	2109196	1.3323	0.091378	PGM5
ENSG00000181778	9	71141496	71165783	103	37	2109196	1.998	0.022858	TMEM252
ENSG00000107242	9	71310575	71634092	1715	105	2109196	-0.77059	0.77953	PIP5K1B
ENSG00000187866	9	71384964	71408609	131	36	2109196	-0.48616	0.68657	FAM122A
ENSG00000165059	9	71617469	71639039	118	32	2109196	0.0076194	0.49696	PRKACG
ENSG00000165060	9	71640175	71725094	566	49	2109196	-0.13204	0.55252	FXN
ENSG00000119139	9	71726209	71880124	997	78	2109196	-1.1471	0.87433	TJP2
ENSG00000269295	9	71859331	71879642	152	51	2109196	0.14866	0.44091	AL358113.1
ENSG00000135063	9	71929488	72017371	569	58	2109196	0.21022	0.41675	FAM189A2
ENSG00000107282	9	72032446	72297222	1284	79	2109196	0.60358	0.27306	APBA1
ENSG00000188647	9	72314438	72384875	313	49	2109196	-1.046	0.85223	PTAR1
ENSG00000204711	9	72425709	72531148	537	63	2109196	1.1633	0.12234	C9orf135
ENSG00000165072	9	72648497	72851886	1143	47	2109196	-0.23016	0.59102	MAMDC2
ENSG00000198887	9	72863937	72979804	588	43	2109196	0.37261	0.35472	SMC5
ENSG00000119138	9	72989503	73039540	200	60	2109196	-1.0671	0.85705	KLF9
ENSG00000083067	9	73133979	74071820	5556	217	2109196	0.10907	0.45657	TRPM3
ENSG00000135048	9	74288282	74441606	890	77	2109196	0.26079	0.39713	TMEM2
ENSG00000107362	9	74467368	74535847	296	30	2109196	-0.46604	0.67941	ABHD17B
ENSG00000155621	9	74516426	74610970	386	58	2109196	-1.0237	0.84701	C9orf85
ENSG00000204669	9	74656292	74697733	209	43	2109196	-1.1124	0.86701	C9orf57
ENSG00000119125	9	74719511	74882109	804	59	2109196	-0.69037	0.75502	GDA
ENSG00000107372	9	74956341	74990163	179	34	2109196	0.77611	0.21884	ZFAND5
ENSG00000165091	9	75126717	75461267	1646	56	2109196	0.46885	0.31959	TMC1
ENSG00000165092	9	75505578	75705358	915	89	2109196	1.3253	0.09254	ALDH1A1
ENSG00000135046	9	75756673	75795309	200	53	2109196	0.044738	0.48216	ANXA1
ENSG00000198963	9	77102281	77318093	973	97	2109196	2.4326	0.0074954	RORB
ENSG00000119121	9	77327411	77513010	892	96	2109196	-0.57981	0.71898	TRPM6
ENSG00000135045	9	77551497	77577802	118	35	2109196	1.3572	0.087358	C9orf40
ENSG00000156017	9	77585936	77653339	309	43	2109196	1.4263	0.07689	C9orf41
ENSG00000106733	9	77665489	77713133	313	49	2109196	0.54846	0.29169	NMRK1
ENSG00000134996	9	77693459	77772181	516	63	2109196	0.37679	0.35316	OSTF1
ENSG00000099139	9	78495560	78987255	3217	292	2109196	-0.53349	0.70315	PCSK5
ENSG00000135002	9	78990433	79019433	197	43	2109196	-0.96338	0.83232	RFK
ENSG00000187210	9	79024752	79132332	744	65	2109196	-0.82553	0.79547	GCNT1
ENSG00000106772	9	79216292	79531003	2101	169	2109196	-0.50224	0.69225	PRUNE2
ENSG00000204612	9	79624571	79645869	133	44	2109196	-0.83965	0.79945	FOXB2
ENSG00000197969	9	79782269	80046457	1657	63	2109196	0.20804	0.4176	VPS13A
ENSG00000156049	9	80027995	80273223	1650	185	2109196	-0.36234	0.64145	GNA14
ENSG00000156052	9	80321003	80656374	1434	78	2109196	1.538	0.062019	GNAQ
ENSG00000148019	9	80840978	80904606	276	43	2109196	1.6534	0.049127	CEP78
ENSG00000135069	9	80902059	80955009	357	53	2109196	1.0165	0.1547	PSAT1
ENSG00000106829	9	82176688	82351658	845	79	2109196	0.38708	0.34935	TLE4
ENSG00000196781	9	84188598	84314220	801	155	2109196	1.9025	0.028554	TLE1
ENSG00000214929	9	84593687	84620171	101	42	2109196	-0.07902	0.53149	SPATA31D1
ENSG00000165105	9	85584500	85688092	439	55	2109196	0.85477	0.19634	RASEF
ENSG00000172159	9	85847905	86163461	2101	146	2109196	1.0461	0.14777	FRMD3
ENSG00000148057	9	86227964	86269045	221	43	2109196	-0.78763	0.78454	IDNK
ENSG00000135018	9	86264878	86333118	418	38	2109196	-0.73597	0.76913	UBQLN1
ENSG00000165113	9	86344336	86454431	522	36	2109196	-0.76014	0.77642	GKAP1
ENSG00000165115	9	86441613	86546342	490	43	2109196	-0.63946	0.73874	KIF27
ENSG00000165118	9	86543226	86581901	184	46	2109196	-1.2507	0.89448	C9orf64
ENSG00000165119	9	86572998	86605569	151	42	2109196	-0.36739	0.64334	HNRNPK
ENSG00000178966	9	86585626	86628985	189	45	2109196	-1.3812	0.91638	RMI1
ENSG00000197506	9	86880372	86965672	600	74	2109196	-0.28172	0.61092	SLC28A3
ENSG00000148053	9	87273466	87648505	1951	147	2109196	2.6453	0.004081	NTRK2
ENSG00000135049	9	88151455	88366944	1184	48	2109196	-0.40529	0.65737	AGTPBP1
ENSG00000135040	9	88546061	88647213	468	41	2109196	-0.50726	0.69401	NAA35
ENSG00000135052	9	88631061	88725088	591	55	2109196	0.99613	0.15959	GOLM1
ENSG00000187753	9	88825180	88884572	303	45	2109196	-0.97716	0.83576	C9orf153
ENSG00000135070	9	88869461	88907676	168	33	2109196	-1.0154	0.84505	ISCA1
ENSG00000083223	9	88892648	88979369	353	40	2109196	0.011299	0.49549	ZCCHC6
ENSG00000180447	9	89549279	89572104	106	32	2109196	0.32232	0.3736	GAS1
ENSG00000204446	9	89753559	89784471	175	22	2109196	-0.92803	0.8233	C9orf170
ENSG00000196730	9	90102143	90333548	1608	161	2109196	-1.8972	0.9711	DAPK1
ENSG00000135047	9	90330434	90356308	169	31	2109196	-2.067	0.98063	CTSL
ENSG00000177992	9	90487741	90513814	173	48	2109196	0.284	0.38821	SPATA31E1
ENSG00000156345	9	90571356	90599668	137	44	2109196	0.80105	0.21155	CDK20
ENSG00000106723	9	90993334	91103609	589	32	2109196	-0.56499	0.71396	SPIN1
ENSG00000130045	9	91140016	91209189	392	60	2109196	-0.99243	0.83951	NXNL2
ENSG00000186354	9	91595778	91621055	148	47	2109196	0.68928	0.24533	C9orf47
ENSG00000213694	9	91596362	91629925	196	57	2109196	0.64701	0.25881	S1PR3
ENSG00000148082	9	91618060	91803682	1026	80	2109196	-0.7066	0.76009	SHC3
ENSG00000123975	9	91916113	91941618	134	47	2109196	-0.86888	0.80754	CKS2
ENSG00000187742	9	91923421	91984557	309	51	2109196	-1.0659	0.85677	SECISBP2
ENSG00000187764	9	91965702	92123045	1101	95	2109196	-1.6289	0.94834	SEMA4D
ENSG00000130222	9	92209928	92231470	136	33	2109196	-0.6389	0.73856	GADD45G
ENSG00000165023	9	93362114	93415386	318	53	2109196	-0.45385	0.67503	DIRAS2
ENSG00000165025	9	93554069	93670831	926	122	2109196	0.086693	0.46546	SYK
ENSG00000148090	9	93966097	94134195	853	55	2109196	2.2086	0.0136	AUH
ENSG00000165030	9	94161327	94196144	191	55	2109196	0.10767	0.45713	NFIL3
ENSG00000169071	9	94315373	94722444	2777	160	2109196	-0.80978	0.79097	ROR2
ENSG00000090054	9	94784281	94887666	648	50	2109196	0.26044	0.39726	SPTLC1
ENSG00000196305	9	94962489	95066038	521	39	2109196	-0.028145	0.51123	IARS
ENSG00000198000	9	95049640	95097918	212	37	2109196	0.0069791	0.49722	NOL8
ENSG00000188312	9	95077766	95392815	1522	48	2109196	-0.30048	0.6181	CENPP
ENSG00000106809	9	95136249	95176978	175	33	2109196	-0.21628	0.58562	OGN
ENSG00000127083	9	95166527	95196743	156	34	2109196	-0.1878	0.57449	OMD
ENSG00000106819	9	95208487	95254788	205	35	2109196	-0.32623	0.62787	ASPN
ENSG00000106823	9	95246365	95308937	310	40	2109196	0.079052	0.4685	ECM2
ENSG00000127080	9	95365466	95442547	422	55	2109196	-0.28248	0.61121	IPPK
ENSG00000185963	9	95463645	95537094	382	42	2109196	-0.24018	0.5949	BICD2
ENSG00000127081	9	95597874	95650304	289	46	2109196	0.86631	0.19316	ZNF484
ENSG00000127084	9	95699733	95808518	621	66	2109196	0.60109	0.27389	FGD3
ENSG00000157303	9	95810989	95857420	294	40	2109196	-0.49219	0.68871	SUSD3
ENSG00000165233	9	95848500	95885565	210	47	2109196	1.6368	0.050831	C9orf89
ENSG00000131669	9	95873771	95906570	218	47	2109196	0.98532	0.16223	NINJ1
ENSG00000165238	9	95937198	96092854	950	84	2109196	0.011377	0.49546	WNK2
ENSG00000204352	9	96070481	96118696	366	50	2109196	0.51711	0.30254	C9orf129
ENSG00000188938	9	96198776	96225874	158	34	2109196	-0.65318	0.74318	FAM120AOS
ENSG00000048828	9	96204004	96338397	739	55	2109196	-0.29705	0.61679	FAM120A
ENSG00000197724	9	96328689	96451869	925	60	2109196	-0.78133	0.7827	PHF2
ENSG00000131668	9	96703905	96727654	120	26	2109196	0.37656	0.35325	BARX1
ENSG00000158079	9	96783076	96882138	397	64	2109196	0.98018	0.1635	PTPDC1
ENSG00000175787	9	97011593	97073736	442	47	2109196	0.96883	0.16631	ZNF169
ENSG00000130950	9	97067605	97100926	166	45	2109196	-0.93814	0.82591	NUTM2F
ENSG00000148110	9	97126833	97233324	644	41	2109196	0.0020005	0.4992	HIATL1
ENSG00000130957	9	97311002	97366075	496	47	2109196	-0.47281	0.68182	FBP2
ENSG00000165140	9	97355415	97412531	438	45	2109196	0.0036631	0.49854	FBP1
ENSG00000148120	9	97478983	97859441	2020	65	2109196	-1.094	0.86302	C9orf3
ENSG00000158169	9	97851336	98089991	840	90	2109196	-0.44019	0.6701	FANCC
ENSG00000185920	9	98195262	98289339	544	59	2109196	2.5216	0.0058406	PTCH1
ENSG00000268926	9	98524605	98547013	150	42	2109196	-0.35976	0.64049	DKFZP434H0512
ENSG00000182150	9	98627983	98786842	848	50	2109196	1.9876	0.023425	ERCC6L2
ENSG00000130948	9	98987588	99074434	537	66	2109196	0.71677	0.23676	HSD17B3
ENSG00000130958	9	99072988	99155992	511	42	2109196	-0.28228	0.61114	SLC35D2
ENSG00000165244	9	99138223	99190611	255	24	2109196	-0.91521	0.81996	ZNF367
ENSG00000130956	9	99202483	99263618	257	35	2109196	-0.61084	0.72935	HABP4
ENSG00000081377	9	99242523	99392112	618	83	2109196	1.2357	0.10828	CDC14B
ENSG00000158122	9	99391859	99427585	132	49	2109196	0.80443	0.21057	AAED1
ENSG00000081386	9	99508147	99550411	353	23	2109196	1.3826	0.083392	ZNF510
ENSG00000196597	9	99568754	99647905	378	44	2109196	1.2125	0.11265	ZNF782
ENSG00000196312	9	99650348	99785862	646	51	2109196	1.9321	0.026671	HIATL2
ENSG00000188152	9	99680592	99712535	158	32	2109196	2.0221	0.021583	NUTM2G
ENSG00000136943	9	99784940	99811925	125	34	2109196	-0.96317	0.83227	CTSV
ENSG00000197816	9	99990765	100150806	836	38	2109196	-0.26048	0.60275	CCDC180
ENSG00000196116	9	100164232	100268407	474	51	2109196	1.1024	0.13514	TDRD7
ENSG00000136842	9	100253462	100374030	612	97	2109196	1.6856	0.045932	TMOD1
ENSG00000136925	9	100352362	100405962	258	25	2109196	-0.49741	0.69055	TSTD2
ENSG00000136937	9	100385908	100446030	258	22	2109196	0.614	0.26961	NCBP1
ENSG00000136936	9	100427191	100469639	212	26	2109196	0.7499	0.22666	XPA
ENSG00000178919	9	100605536	100628986	162	21	2109196	1.2365	0.10814	FOXE1
ENSG00000136932	9	100656771	100694852	168	28	2109196	0.47793	0.31635	C9orf156
ENSG00000136929	9	100679073	100717138	139	25	2109196	-0.72538	0.76589	HEMGN
ENSG00000136938	9	100735643	100788225	228	64	2109196	0.84514	0.19902	ANP32B
ENSG00000095380	9	100809021	100855357	199	42	2109196	-0.88232	0.8112	NANS
ENSG00000106785	9	100821557	100891494	301	65	2109196	-1.1862	0.88224	TRIM14
ENSG00000106789	9	100873257	100964922	618	96	2109196	0.30838	0.37889	CORO2A
ENSG00000095383	9	100951311	101027915	545	50	2109196	0.51244	0.30417	TBC1D2
ENSG00000136928	9	101040391	101481479	2944	232	2109196	0.37889	0.35238	GABBR2
ENSG00000165138	9	101483611	101569247	406	46	2109196	0.39382	0.34686	ANKS6
ENSG00000119514	9	101559981	101622363	366	71	2109196	0.046644	0.4814	GALNT12
ENSG00000204291	9	101695461	101843069	866	96	2109196	0.48341	0.3144	COL15A1
ENSG00000106799	9	101856320	101926474	293	38	2109196	1.1995	0.11517	TGFBR1
ENSG00000119523	9	101968708	101994238	122	28	2109196	-1.0266	0.84771	ALG2
ENSG00000106803	9	101974346	102002897	149	24	2109196	-0.98565	0.83785	SEC61B
ENSG00000119508	9	102574137	102639173	188	65	2109196	-0.29859	0.61737	NR4A3
ENSG00000136874	9	102658915	102742618	328	44	2109196	-0.20338	0.58058	STX17
ENSG00000023318	9	102731461	102871322	547	49	2109196	-1.1947	0.88391	ERP44
ENSG00000119509	9	102851538	103073282	952	47	2109196	-0.50784	0.69422	INVS
ENSG00000136891	9	103054359	103125221	321	40	2109196	0.2066	0.41816	TEX10
ENSG00000066697	9	103179438	103223511	225	28	2109196	-0.55245	0.70968	MSANTD3
ENSG00000251349	9	103194553	103349918	792	50	2109196	-0.27796	0.60948	MSANTD3-TMEFF1
ENSG00000241697	9	103194560	103349918	792	50	2109196	-0.27796	0.60948	TMEFF1
ENSG00000170681	9	103330361	103360188	171	33	2109196	0.93179	0.17572	MURC
ENSG00000148123	9	103780991	104097417	1934	129	2109196	0.29845	0.38268	LPPR1
ENSG00000136881	9	104112699	104155801	292	34	2109196	-0.25916	0.60224	BAAT
ENSG00000136897	9	104139915	104170896	187	58	2109196	-1.4714	0.92941	MRPL50
ENSG00000136870	9	104151155	104182942	205	42	2109196	-1.5292	0.93689	ZNF189
ENSG00000136872	9	104172860	104208105	221	47	2109196	-0.40722	0.65808	ALDOB
ENSG00000165152	9	104225453	104305819	514	58	2109196	0.71359	0.23774	TMEM246
ENSG00000155827	9	104286133	104335622	240	63	2109196	0.10035	0.46003	RNF20
ENSG00000198785	9	104321635	104510862	1154	57	2109196	-0.18719	0.57424	GRIN3A
ENSG00000188386	9	104343897	104367283	121	38	2109196	0.21085	0.4165	PPP3R2
ENSG00000155833	9	105747593	105790770	336	33	2109196	0.82183	0.20559	CYLC2
ENSG00000136824	9	106846541	106913698	572	27	2109196	-0.97012	0.83401	SMC2
ENSG00000186881	9	107256455	107277547	127	25	2109196	-0.008675	0.50346	OR13F1
ENSG00000148136	9	107278534	107299490	120	26	2109196	1.0297	0.15157	OR13C4
ENSG00000204246	9	107288030	107309137	104	28	2109196	0.90851	0.1818	OR13C3
ENSG00000186943	9	107321449	107342411	112	28	2109196	0.27208	0.39278	OR13C8
ENSG00000255800	9	107350650	107371788	210	18	2109196	0.25461	0.39951	OR13C5
ENSG00000257019	9	107356924	107377951	222	17	2109196	0.21438	0.41513	OR13C2
ENSG00000136839	9	107369529	107390485	177	19	2109196	-0.29459	0.61585	OR13C9
ENSG00000179055	9	107446660	107467766	142	29	2109196	0.98524	0.16225	OR13D1
ENSG00000136783	9	107499969	107532403	186	42	2109196	0.97637	0.16444	NIPSNAP3A
ENSG00000165028	9	107516438	107549738	189	48	2109196	1.1679	0.12142	NIPSNAP3B
ENSG00000165029	9	107533283	107700518	1198	159	2109196	0.92408	0.17772	ABCA1
ENSG00000070214	9	107996903	108211452	1000	80	2109196	-0.12304	0.54896	SLC44A1
ENSG00000106701	9	108200077	108324714	572	56	2109196	-0.019319	0.50771	FSD1L
ENSG00000106692	9	108310411	108413399	431	57	2109196	0.26761	0.3945	FKTN
ENSG00000186051	9	108414738	108435367	134	35	2109196	0.72087	0.23549	TAL2
ENSG00000095209	9	108446825	108548893	642	33	2109196	1.3218	0.093118	TMEM38B
ENSG00000148143	9	109615378	109785915	714	106	2109196	1.3117	0.094813	ZNF462
ENSG00000242631	9	109675630	109696455	81	35	2109196	0.63622	0.26232	RP11-508N12.4
ENSG00000119318	9	110035418	110104475	448	40	2109196	0.28845	0.3865	RAD23B
ENSG00000136826	9	110237133	110262763	153	33	2109196	0.59494	0.27594	KLF4
ENSG00000214645	9	110529471	110550419	112	29	2109196	2.9511	0.0015831	AL162389.1
ENSG00000148156	9	111606871	111629239	183	32	2109196	0.4244	0.33564	ACTL7B
ENSG00000187003	9	111614603	111636035	163	34	2109196	0.65124	0.25745	ACTL7A
ENSG00000070061	9	111619797	111706396	555	51	2109196	1.0091	0.15647	IKBKAP
ENSG00000119328	9	111686461	111723024	178	35	2109196	0.53732	0.29552	FAM206A
ENSG00000119326	9	111694851	111785809	450	48	2109196	0.61209	0.27024	CTNNAL1
ENSG00000106771	9	111767432	111892225	756	47	2109196	0.41937	0.33747	TMEM245
ENSG00000260230	9	111882573	111939571	355	48	2109196	1.7899	0.036734	FRRS1L
ENSG00000095203	9	111924255	112093244	879	124	2109196	0.78499	0.21623	EPB41L4B
ENSG00000070159	9	112127746	112270590	743	84	2109196	-0.43315	0.66755	PTPN3
ENSG00000243444	9	112393068	112723755	2161	154	2109196	0.47452	0.31756	PALM2
ENSG00000157654	9	112532589	112944792	2525	210	2109196	0.96559	0.16713	PALM2-AKAP2
ENSG00000241978	9	112532769	112944792	2524	215	2109196	0.9741	0.165	AKAP2
ENSG00000188959	9	112942328	112980469	253	41	2109196	1.1195	0.13147	C9orf152
ENSG00000136810	9	112996091	113028920	217	51	2109196	0.63733	0.26196	TXN
ENSG00000204193	9	113055801	113110127	360	74	2109196	-0.48823	0.68731	TXNDC8
ENSG00000165124	9	113117531	113352160	1527	111	2109196	1.198	0.11546	SVEP1
ENSG00000030304	9	113421051	113573859	803	88	2109196	0.12922	0.44859	MUSK
ENSG00000198121	9	113625543	113810981	1149	85	2109196	1.4426	0.07456	LPAR1
ENSG00000171133	9	114079763	114100800	93	28	2109196	-0.84444	0.80079	OR2K2
ENSG00000136813	9	114112972	114257025	728	63	2109196	-1.4455	0.92584	KIAA0368
ENSG00000173258	9	114277439	114350124	446	67	2109196	1.3849	0.083043	ZNF483
ENSG00000106853	9	114302002	114372135	443	71	2109196	2.0753	0.01898	PTGR1
ENSG00000059769	9	114383632	114442508	387	51	2109196	0.97826	0.16397	DNAJC25
ENSG00000244115	9	114383666	114442509	387	51	2109196	0.97826	0.16397	DNAJC25-GNG10
ENSG00000242616	9	114413615	114442526	201	33	2109196	1.0305	0.15138	GNG10
ENSG00000165181	9	114438453	114567288	783	34	2109196	0.56283	0.28678	C9orf84
ENSG00000148154	9	114649046	114707649	541	58	2109196	-0.15616	0.56204	UGCG
ENSG00000106868	9	114793065	114947688	777	98	2109196	-0.34021	0.63315	SUSD1
ENSG00000119314	9	114970715	115105947	723	35	2109196	-0.86171	0.80558	PTBP3
ENSG00000119471	9	115132217	115244690	677	47	2109196	-0.96144	0.83184	HSDL2
ENSG00000230185	9	115186096	115259484	418	31	2109196	-1.4275	0.92328	C9orf147
ENSG00000165185	9	115239127	115441677	937	82	2109196	-1.1762	0.88025	KIAA1958
ENSG00000148153	9	115436206	115490516	271	45	2109196	-0.54558	0.70732	INIP
ENSG00000148158	9	115503118	115653951	892	50	2109196	0.063495	0.47469	SNX30
ENSG00000119457	9	115631200	115663193	227	46	2109196	0.074288	0.47039	SLC46A2
ENSG00000136866	9	115790660	115829039	170	50	2109196	-0.5451	0.70716	ZFP37
ENSG00000136867	9	115903222	115936417	209	41	2109196	1.5455	0.061111	SLC31A2
ENSG00000119321	9	115913286	115993641	510	44	2109196	1.6617	0.048288	FKBP15
ENSG00000136868	9	115973808	116038674	323	36	2109196	0.49289	0.31104	SLC31A1
ENSG00000176386	9	116008115	116047869	219	45	2109196	0.35989	0.35947	CDC26
ENSG00000136875	9	116027623	116065185	235	45	2109196	0.055265	0.47796	PRPF4
ENSG00000165188	9	116049373	116075656	135	39	2109196	-0.14624	0.55813	RNF183
ENSG00000148225	9	116065502	116112578	233	32	2109196	-0.77483	0.78078	WDR31
ENSG00000119411	9	116101821	116143513	367	48	2109196	-0.29672	0.61666	BSPRY
ENSG00000119431	9	116125699	116149279	203	51	2109196	0.61834	0.26817	HDHD3
ENSG00000148218	9	116138597	116173613	223	68	2109196	1.3065	0.095694	ALAD
ENSG00000148229	9	116159515	116182952	110	29	2109196	1.1766	0.11968	POLE3
ENSG00000157653	9	116162334	116201964	188	34	2109196	1.203	0.11449	C9orf43
ENSG00000138835	9	116197011	116370018	824	37	2109196	1.6411	0.050388	RGS3
ENSG00000157657	9	116628562	116828871	1131	113	2109196	0.76061	0.22344	ZNF618
ENSG00000106927	9	116812407	116850752	273	44	2109196	1.2947	0.097718	AMBP
ENSG00000136883	9	116838406	116871507	230	44	2109196	-0.0057599	0.5023	KIF12
ENSG00000196739	9	116907840	117084791	1202	176	2109196	-0.086094	0.5343	COL27A1
ENSG00000229314	9	117075336	117098755	136	47	2109196	-0.62533	0.73412	ORM1
ENSG00000228278	9	117082149	117105532	136	43	2109196	-0.34053	0.63327	ORM2
ENSG00000106948	9	117086436	117166685	402	70	2109196	0.93345	0.17529	AKNA
ENSG00000095397	9	117154360	117277730	731	72	2109196	1.4017	0.080496	DFNB31
ENSG00000136888	9	117340026	117370653	192	41	2109196	0.76506	0.22212	ATP6V1G1
ENSG00000157693	9	117363486	117418702	421	53	2109196	-0.41847	0.6622	C9orf91
ENSG00000181634	9	117536915	117578406	167	59	2109196	1.4693	0.070882	TNFSF15
ENSG00000106952	9	117646003	117702697	317	34	2109196	0.9786	0.16389	TNFSF8
ENSG00000041982	9	117772806	117890536	734	85	2109196	-1.4147	0.92142	TNC
ENSG00000173077	9	117894097	118174923	1895	120	2109196	-0.58573	0.72097	DEC1
ENSG00000182752	9	118906083	119174601	1160	174	2109196	2.2172	0.013306	PAPPA
ENSG00000256040	9	119150439	119172885	108	30	2109196	0.33907	0.36728	PAPPA-AS1
ENSG00000148219	9	119177504	120187348	6222	255	2109196	1.6984	0.044717	ASTN2
ENSG00000119401	9	119439581	119473579	182	43	2109196	1.1078	0.13397	TRIM32
ENSG00000136869	9	120456610	120489149	151	41	2109196	1.1181	0.13177	TLR4
ENSG00000078725	9	121905736	122141745	1123	115	2109196	0.74984	0.22667	BRINP1
ENSG00000260970	9	122247653	122296403	358	49	2109196	-0.70401	0.75929	RP11-295D22.1
ENSG00000136861	9	123141147	123352448	725	80	2109196	-0.46226	0.67805	CDK5RAP2
ENSG00000106780	9	123353091	123486748	487	55	2109196	1.8779	0.030197	MEGF9
ENSG00000119402	9	123504256	123565690	244	62	2109196	1.7829	0.037298	FBXW2
ENSG00000095261	9	123567774	123615262	181	36	2109196	1.2352	0.10837	PSMD5
ENSG00000119403	9	123607977	123649606	176	41	2109196	2.6502	0.0040219	PHF19
ENSG00000056558	9	123654671	123701451	284	27	2109196	3.4692	0.00026103	TRAF1
ENSG00000106804	9	123704616	123822554	511	51	2109196	3.398	0.00033946	C5
ENSG00000119397	9	123827141	123949888	592	52	2109196	2.7032	0.0034336	CNTRL
ENSG00000119396	9	123930415	123995292	318	64	2109196	2.1539	0.015623	RAB14
ENSG00000148180	9	123960072	124105121	716	69	2109196	1.4651	0.071449	GSN
ENSG00000148175	9	124091355	124142531	249	57	2109196	1.1766	0.11968	STOM
ENSG00000267987	9	124093625	124120410	143	38	2109196	1.2359	0.10824	AL161784.1
ENSG00000136848	9	124319336	124557809	1246	149	2109196	1.9307	0.026762	DAB2IP
ENSG00000175764	9	124574207	124865885	1774	113	2109196	0.36431	0.35781	TTLL11
ENSG00000119421	9	124884745	124932098	306	45	2109196	-0.85415	0.80349	NDUFA8
ENSG00000185681	9	124912190	124972367	355	72	2109196	0.019978	0.49203	MORN5
ENSG00000106852	9	124954856	125001905	233	85	2109196	0.07774	0.46902	LHX6
ENSG00000119446	9	124989903	125037118	236	57	2109196	0.57887	0.28134	RBM18
ENSG00000148187	9	125016882	125095743	240	91	2109196	-0.28387	0.61175	MRRF
ENSG00000095303	9	125122824	125167982	316	51	2109196	0.52371	0.30024	PTGS1
ENSG00000269738	9	125138344	125158928	151	24	2109196	-0.12046	0.54794	AL162424.1
ENSG00000136834	9	125229220	125250235	138	35	2109196	2.4412	0.0073188	OR1J1
ENSG00000197233	9	125263081	125284022	98	40	2109196	-1.0393	0.85066	OR1J2
ENSG00000239590	9	125271420	125292361	111	25	2109196	-1.0328	0.84914	OR1J4
ENSG00000171505	9	125278637	125299572	145	26	2109196	0.20301	0.41956	OR1N1
ENSG00000171501	9	125305391	125326493	221	24	2109196	1.4001	0.080747	OR1N2
ENSG00000171496	9	125319778	125340838	218	27	2109196	1.6421	0.05028	OR1L8
ENSG00000165202	9	125366948	125388026	164	36	2109196	-0.079166	0.53155	OR1Q1
ENSG00000171484	9	125380858	125401852	163	35	2109196	-0.15481	0.56152	OR1B1
ENSG00000173679	9	125413845	125434927	114	38	2109196	0.4356	0.33156	OR1L1
ENSG00000171481	9	125427315	125448432	134	25	2109196	1.4507	0.073435	OR1L3
ENSG00000136939	9	125476269	125497204	115	16	2109196	1.161	0.12282	OR1L4
ENSG00000171459	9	125502019	125523062	84	23	2109196	0.83778	0.20108	OR1L6
ENSG00000148215	9	125541150	125562237	117	20	2109196	1.187	0.11762	OR5C1
ENSG00000136940	9	125550668	125600910	223	61	2109196	-0.82175	0.79439	PDCL
ENSG00000165204	9	125552370	125573395	111	33	2109196	-0.37582	0.64647	OR1K1
ENSG00000056586	9	125596835	125677620	360	55	2109196	0.20528	0.41868	RC3H2
ENSG00000186130	9	125660335	125685609	108	36	2109196	1.2478	0.10605	ZBTB6
ENSG00000171448	9	125667845	125703779	147	43	2109196	0.80533	0.21031	ZBTB26
ENSG00000011454	9	125693112	125877145	756	53	2109196	-0.21174	0.58385	RABGAP1
ENSG00000188394	9	125786806	125807975	74	28	2109196	0.38536	0.34998	GPR21
ENSG00000165209	9	125861779	126040855	637	72	2109196	-0.18697	0.57416	STRBP
ENSG00000148204	9	126108449	126152603	307	70	2109196	0.077897	0.46895	CRB2
ENSG00000119522	9	126131933	126702431	2871	120	2109196	0.10673	0.4575	DENND1A
ENSG00000106689	9	126753949	126805580	271	48	2109196	0.74134	0.22924	LHX2
ENSG00000119408	9	127009885	127125586	619	61	2109196	0.15332	0.43907	NEK6
ENSG00000136930	9	127105745	127187723	308	48	2109196	-1.1539	0.87572	PSMB7
ENSG00000180264	9	127203423	127249379	247	53	2109196	-0.32421	0.62711	GPR144
ENSG00000136931	9	127233516	127279709	224	55	2109196	0.99155	0.16071	NR5A1
