GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Free cholesterol to total lipids ratio in large VLDL	115,071 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	3E-9	8.52287874528034		0.0359281	[0.024-0.048] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Total lipid levels in large VLDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	2E-276	275.698970004336		0.208614	[0.2-0.22] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Triglyceride levels in LDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	1E-209	209		0.18392	[0.17-0.2] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Cholesterol to total lipids ratio in medium HDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	2E-236	235.698970004336		0.189786	[0.18-0.2] unit decrease	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Average diameter for LDL particles	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	8E-22	21.0969100130081		0.0569949	[0.045-0.069] unit decrease	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Free cholesterol levels in HDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	7E-24	23.1549019599857		0.0542852	[0.044-0.065] unit decrease	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Cholesteryl ester levels in HDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	2E-69	68.698970004336		0.0962333	[0.086-0.107] unit decrease	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Ratio of docosahexaenoic acid to total fatty acid levels	115,006 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.132767	5E-32	31.301029995664		0.0691171	[0.058-0.081] unit decrease	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Average diameter for HDL particles	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	2E-52	51.698970004336		0.0821043	[0.072-0.093] unit decrease	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Free cholesterol to total lipids ratio in IDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	2E-206	205.698970004336		0.18513	[0.17-0.2] unit decrease	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Cholesteryl esters to total lipids ratio in IDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	1E-98	98		0.124816	[0.11-0.14] unit decrease	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Free cholesterol levels in IDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	3E-14	13.5228787452803		0.0447461	[0.033-0.056] unit decrease	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Cholesteryl esters to total lipids ratio in large HDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	3E-176	175.52287874528		0.163834	[0.15-0.18] unit decrease	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Cholesteryl ester levels in large HDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	8E-104	103.096910013008		0.116273	[0.11-0.13] unit decrease	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Concentration of large LDL particles	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	3E-28	27.5228787452803		0.0669278	[0.055-0.079] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Free cholesterol to total lipids ratio in large LDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	1E-273	273		0.204	[0.19-0.22] unit decrease	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Cholesteryl esters to total lipids ratio in large VLDL	115,071 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	2E-71	70.698970004336		0.104094	[0.093-0.116] unit decrease	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Cholesteryl ester levels in large VLDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	2E-225	224.698970004336		0.192427	[0.18-0.2] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Free cholesterol levels in large VLDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	1E-279	279		0.210004	[0.2-0.22] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Concentration of LDL particles	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	3E-35	34.5228787452803		0.0753422	[0.063-0.087] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Ratio of apolipoprotein B to apolipoprotein A1 levels	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	7E-37	36.1549019599857		0.0759788	[0.064-0.088] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Triglyceride levels in HDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	3E-287	286.52287874528		0.215448	[0.2-0.23] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Cholesterol to total lipids ratio in IDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	8E-178	177.096910013008		0.167998	[0.16-0.18] unit decrease	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Phospholipids to total lipids ratio in IDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	1E-44	44		0.0855891	[0.074-0.098] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Triglycerides to total lipids ratio in IDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	3E-187	186.52287874528		0.170258	[0.16-0.18] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Triglyceride levels in IDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	5E-198	197.301029995664		0.178296	[0.17-0.19] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Total lipid levels in large HDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	2E-63	62.698970004336		0.0896966	[0.079-0.1] unit decrease	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Concentration of large HDL particles	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	4E-56	55.397940008672		0.0840656	[0.074-0.095] unit decrease	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Triglycerides to total lipids ratio in large HDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	2E-286	285.698970004336		0.206906	[0.2-0.22] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Triglyceride levels in large HDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	2E-146	145.698970004336		0.14895	[0.14-0.16] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Cholesterol levels in large VLDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	8E-259	258.096910013008		0.204213	[0.19-0.22] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Cholesterol to total lipids ratio in large VLDL	115,071 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	1E-32	32		0.0708663	[0.059-0.083] unit decrease	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Triglycerides to total lipids ratio in large LDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	1E-120	120		0.138045	[0.13-0.15] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Triglyceride levels in large VLDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	3E-261	260.52287874528		0.201964	[0.19-0.21] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Cholesteryl ester levels in LDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	8E-24	23.0969100130081		0.061062	[0.049-0.073] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Ratio of linoleic acid to total fatty acids	115,006 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.132767	5E-14	13.301029995664		0.044138	[0.033-0.056] unit decrease	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Free cholesterol to total lipids ratio in medium HDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	8E-53	52.0969100130081		0.0824385	[0.072-0.093] unit decrease	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Triglycerides to total lipids ratio in small VLDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	2E-169	168.698970004336		0.162846	[0.15-0.17] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Triglyceride levels in small VLDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	3E-365	364.52287874528		0.239797	[0.23-0.25] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Total lipid levels in lipoprotein particles	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	2E-69	68.698970004336		0.105373	[0.094-0.117] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Total fatty acid levels	115,006 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.132767	6E-194	193.221848749616		0.17836	[0.17-0.19] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Cholesteryl ester levels in VLDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	5E-92	91.301029995664		0.123792	[0.11-0.14] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	VLDL cholesterol levels	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	4E-132	131.397940008672		0.14845	[0.14-0.16] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Degree of unsaturation	115,006 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.132767	4E-23	22.397940008672		0.0569434	[0.046-0.068] unit decrease	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Phospholipid levels in VLDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	6E-226	225.221848749616		0.192485	[0.18-0.2] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Average diameter for VLDL particles	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	3E-271	270.52287874528		0.199677	[0.19-0.21] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Cholesteryl esters to total lipids ratio in very large HDL	115,056 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.132705	1E-70	70		0.107574	[0.096-0.119] unit decrease	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Cholesteryl ester levels in very large HDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	3E-88	87.5228787452804		0.108625	[0.098-0.119] unit decrease	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Free cholesterol levels in very large HDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	1E-85	85		0.111217	[0.1-0.12] unit decrease	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Phospholipid levels in very large HDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	5E-57	56.301029995664		0.0870437	[0.076-0.098] unit decrease	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Concentration of very large HDL particles	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	4E-31	30.397940008672		0.0635368	[0.053-0.074] unit decrease	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Cholesterol levels in very large VLDL	115,082 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.13274	2E-252	251.698970004336		0.201522	[0.19-0.21] unit increase	NR [11722792] (imputed)	N
14	rs964184	11	116648917	rs964184	2022-04-27	35213538	Richardson TG	2022-02-25	PLoS Biol	www.ncbi.nlm.nih.gov/pubmed/35213538	Characterising metabolomic signatures of lipid-modifying therapies through drug target mendelian randomisation.	Cholesterol to total lipids ratio in very large VLDL	114,160 European ancestry individuals	NA	11q23.3		ZPR1			ENSG00000109917	NA	NA	rs964184-G	rs964184	0	964184	3_prime_UTR_variant	0	0.133094	1E-129	129		0.140788	[0.13-0.15] unit decrease	NR [11722792] (imputed)	N
